application_id,seat_allotted
M109Y98,1303
M115D72,1303
M106K53,1303
M106Q39,1303
M103W82,1303
M107R45,1303
M107W39,1303
M101M23,1303
M108E22,1303
M118K80,1303
M105V31,1303
M107D46,1302
M106W61,1903
M108P48,1903
M116W19,1302
M107F15,1302
M101U74,1302
M115D50,1302
M105S37,1302
M118X59,1302
M101B41,1302
M114Z54,1302
M101T31,1302
M103B44,1302
M103P40,1302
M112S93,1302
M102K75,1302
M102W92,1302
M112V28,1302
M103H63,1302
M107C41,1302
M112B10,1302
M104G26,1302
M110Q36,1302
M106E68,1302
M121R18,1302
M113R48,1302
M113Z47,1302
M108U74,1302
M107K79,1302
M101W49,1302
M104D15,1302
M105Z81,1302
M104F60,1302
M115R24,1302
M110D94,1302
M107U96,1302
M101W68,1302
M109B47,1302
M117Z27,1302
M102E63,1302
M102Q95,1302
M105A87,1302
M114X37,1302
M107D31,1302
M101V79,1302
M102Y20,1302
M101S36,1302
M105C91,1302
M105U65,1302
M106F83,1302
M112J84,1302
M110U56,1302
M112X63,1302
M109S15,1302
M105P40,1302
M104N90,1302
M107S20,1302
M103C30,1302
M103N16,1212
M122W10,1212
M107Y70,1212
M101A16,1212
M110M42,1212
M111H19,1212
M117V35,1212
M103P34,1212
M114X49,1212
M108K64,1212
M104Y61,1212
M110J78,1212
M106W98,1212
M110X14,1212
M108T69,1212
M104J21,1212
M108R61,1212
M112E16,1212
M122M96,1212
M108H64,1212
M101X84,1212
M107G75,1212
M103T36,1212
M102U22,1212
M110C19,1212
M122B38,1212
M104A63,1212
M104H21,1212
M102X98,1212
M101Y43,1212
M113C63,1212
M102H18,1212
M103D33,1212
M101V35,1212
M104D97,1212
M104V19,1212
M109G36,1904
M108J95,1904
M113X58,1212
M106F45,1212
M112N86,1302
M104K11,1212
M111K21,1212
M109W47,1212
M111U19,1212
M106U15,1212
M101A65,1212
M106D74,1212
M103V68,1212
M102Z55,1212
M101R16,1212
M104Z28,1212
M109Z65,1212
M106S28,1212
M109S65,1212
M115J78,1212
M101K77,1212
M104T94,1212
M103P55,1212
M102S78,1212
M105S38,1212
M110D12,1212
M103V22,1212
M106Q36,1212
M115N28,1212
M105S40,1212
M106Z55,1212
M119M29,1212
M109H62,1212
M110X91,1212
M107W38,1212
M106Q93,1212
M104U38,1212
M101K54,1212
M107V35,1212
M112N26,1212
M103Q27,1212
M112D64,1211
M102G68,1211
M104K60,1211
M110U44,1211
M117J34,1211
M107V49,1211
M107H67,1211
M105U15,1211
M105S98,1211
M102T23,1211
M112N26,1211
M101D42,1211
M107E11,1211
M107C88,1211
M115D88,1210
M122G25,1210
M115D92,1210
M115U77,1210
M103W39,1210
M111N61,1210
M101N62,1210
M110Z42,1210
M109S94,1210
M119X22,1210
M107S25,1210
M111W33,1210
M102B56,1210
M109S30,1210
M109V85,1210
M121D36,1210
M111P95,1210
M109G83,1210
M106M79,1210
M110J78,1210
M117Q73,1210
M101F91,1210
M120A23,1210
M101X57,1210
M113F68,1210
M104D53,1210
M101V35,1210
M119E27,1210
M107Y50,1210
M105S40,1210
M106Z55,1210
M119M29,1210
M110X91,1210
M107W38,1210
M103K70,1210
M106Q93,1210
M113A96,1210
M105N64,1210
M105X37,1210
M106W45,1210
M106K69,1210
M101H53,2001
M116S22,1210
M104G13,1210
M110K20,1210
M108E11,1210
M105K32,1210
M122P64,1210
M105X23,1210
M107F72,1210
M118T20,1210
M112C60,1210
M115V10,1210
M109K23,1210
M102H63,1210
M114V34,1210
M113D63,1210
M122E58,1210
M103Y28,1210
M107U29,1210
M118K70,1210
M112J25,1210
M112U70,1210
M110Q97,1210
M114A45,1210
M118U79,1210
M115N85,1210
M113C80,1210
M106F47,1210
M114Q15,1210
M122M82,1210
M111P38,1210
M110Y48,1210
M111Z98,1210
M106Z87,1210
M113A93,1210
M101C45,1210
M102Y56,1210
M112R53,1210
M101P46,1210
M116H77,1210
M106S72,1210
M104B64,1210
M122G67,1210
M103F28,1210
M111U88,1210
M119E44,1210
M105U73,1209
M102D76,1209
M117Q73,1209
M101M84,1209
M110X52,1209
M109K78,1209
M104U38,1209
M103J70,1209
M111N30,1209
M107M67,1208
M112P33,1208
M107D17,1208
M113K85,1208
M110C42,1208
M107D19,1208
M107D18,1208
M108T64,1208
M116S14,1207
M117S88,1207
M105K69,1207
M120M90,1207
M121N43,1207
M110W54,1401
M105W93,1401
M104B94,1401
M105S98,1401
M111P59,1401
M103A36,1401
M102T23,1401
M111K98,1401
M101S81,1401
M112P67,1401
M109K20,1401
M116S14,1303
M116Q89,1303
M117G35,1303
M120F30,1303
M114W62,1303
M121Y93,1303
M103Z33,1303
M106B42,1303
M111Z46,1303
M115G57,1303
M115H30,1303
M104X84,1303
M120B19,1303
M105H30,1303
M113A87,1303
M107M56,1303
M108Z12,1303
M105C38,1303
M116W79,1303
M102A61,1209
M101Q52,1303
M110Z22,1209
M122F40,1303
M101C23,1303
M109G46,1303
M114X25,1303
M122C63,1303
M115Z71,1303
M101A44,1303
M111F39,1303
M105Z92,1303
M105M61,1303
M114Q18,1303
M113Z20,1303
M111G44,1303
M106V11,1303
M121U41,1303
M110R46,1303
M101T15,1303
M112M33,1301
M102M52,1301
M107X44,1301
M102Y61,1301
M108X11,1301
M103J33,1301
M104V90,1301
M105Q48,1301
M114B14,1301
M106R32,1301
M104X42,1301
M106Q52,1301
M103W43,1301
M103H23,1301
M109B80,1301
M103Z97,1301
M101Y66,1301
M115H79,1301
M103M66,1301
M117V20,1301
M111Y81,1301
M106U42,1301
M101S25,1301
M110T13,1301
M106U71,1301
M102D37,1301
M108T13,1301
M105Q58,1301
M107R79,1216
M121Y93,1216
M111F39,1216
M118D80,1216
M122M96,1216
M101M84,1216
M105Z10,1216
M106Q11,1216
M111N80,1216
M115W20,1216
M105B76,1216
M106Y25,1216
M102F52,1216
M109N21,1216
M121Y93,1215
M120U25,1215
M120J78,1215
M106B24,1215
M107B53,1215
M107Y56,1215
M102M73,1215
M103Q35,1215
M109H62,1215
M111V72,1215
M101W83,1215
M102F29,1215
M112Q89,1215
M111N30,1215
M115F21,1215
M101S47,1215
M107H49,1215
M102M83,1215
M107M70,1215
M104X92,1214
M107D82,1214
M122B31,1216
M104A43,1216
M101U30,1303
M103Q87,2101
M110E49,1216
M104J23,1301
M103G69,1301
M103K64,1301
M103W36,1301
M106F38,1215
M104H52,1215
M101E88,1215
M102T59,1216
M107Z50,1215
M115D72,1215
M119V94,1214
M110U56,1214
M114C48,1214
M105B66,1214
M103M72,1214
M101A16,1214
M111D44,1214
M106T10,1214
M112A25,1214
M108E75,1214
M112J26,1214
M101R32,1214
M104Y91,1214
M101P71,1214
M104S11,1214
M106M47,1214
M103Q27,1214
M102R63,1214
M116E78,1214
M110E75,1214
M105J80,1214
M108C59,1214
M106E87,1214
M105J81,1214
M110Z66,1214
M102J71,1214
M110Z33,1214
M114C73,1213
M106F59,1213
M106M55,1213
M111U59,1213
M114W76,1213
M115U77,1213
M120F91,1213
M103W39,1213
M101N62,1213
M110H96,1213
M106D35,1213
M116M38,1213
M110C27,1213
M102B56,1213
M109S30,1213
M103W92,1213
M103Z33,1207
M105E13,1207
M111Z46,1207
M119E62,1207
M105V93,1207
M102E33,1207
M114X88,1207
M111F39,1207
M105Z92,1207
M105U73,1207
M120F11,1207
M109E15,1207
M106B24,1207
M114Q18,1207
M113Z20,1207
M106D51,1207
M104B43,1207
M108Y67,1207
M108S39,1207
M107B53,1207
M104B68,1207
M101M84,1207
M107C15,1207
M107R42,1207
M109S85,1207
M122H83,1207
M103V19,1207
M117R43,1207
M110X52,1207
M114W65,1207
M108P83,1207
M106D57,1207
M103X19,1207
M111V72,1207
M112Z30,1207
M108Y57,1207
M102P27,1207
M110Z22,2103
M101U34,1207
M121Q76,1207
M111J36,1207
M105G95,1207
M102G34,1207
M102T12,1207
M105K41,1207
M102Z51,1207
M117K36,1207
M113U13,1207
M107M34,1207
M122F40,1213
M101V78,1214
M106J32,1207
M101M11,1207
M122H66,1214
M109P26,1207
M103G41,1207
M107G51,1207
M108C53,1207
M102C51,1207
M109A77,1207
M101S14,1207
M105D39,1207
M106X35,1207
M103P41,1207
M101G58,1207
M101J85,1207
M109U10,1207
M112T98,1207
M102M83,1207
M105U25,1205
M112Q52,1205
M107Z79,1205
M104K60,1205
M102C77,1205
M105J19,1205
M107Q46,1205
M101H53,1205
M115D29,1205
M110C60,1205
M109P45,1205
M102N67,1205
M108Z44,1205
M103M99,1205
M102J14,1205
M108W38,1205
M105P62,1205
M103Z52,1205
M113V76,1205
M103A26,1205
M111Y85,1205
M107H47,1205
M103Z87,1205
M105K80,1205
M116J70,1205
M105A28,1205
M110U10,1205
M102M46,1205
M104R86,1205
M107G80,1205
M104N83,1205
M108D55,1205
M107E83,1205
M107K95,1205
M106S91,1205
M106N95,1205
M103W40,1205
M105M44,1205
M101S81,1205
M110V70,1205
M101J75,1205
M110E58,1205
M112P67,1205
M106Q52,1205
M110U12,1205
M106J26,1205
M109B80,1205
M108V87,1205
M101Y66,1205
M104D19,1205
M106R92,1205
M101V64,1205
M107E45,1205
M107E11,1205
M107E12,1205
M103M66,1205
M101X68,1205
M105W24,1205
M103B19,1205
M101S25,1205
M110T13,1205
M104D67,2203
M108Z93,1205
M110E53,1205
M107Z12,1205
M104D20,1205
M106R33,1205
M105Z58,1205
M109J64,1205
M104J23,1205
M111P55,1205
M107K66,1205
M104W12,1205
M107C16,1207
M103K64,1205
M112E94,1207
M101Y36,1207
M107R43,1205
M103W36,1205
M106F66,1207
M102G93,1207
M110Z71,1205
M107B75,1205
M103G71,1205
M102R73,1205
M105Z54,1205
M101Z18,1205
M111N79,1205
M103N78,1205
M102Y77,1205
M111J98,1205
M101Z24,1205
M105K13,1205
M114R25,1205
M115S48,1204
M104P29,1204
M121F44,1204
M119A46,1204
M119X22,1204
M112V65,1204
M103A34,1204
M110R44,1204
M107J89,1204
M122N38,1204
M118Z53,1204
M119E27,1204
M120U36,1204
M107P53,1204
M103U27,1204
M112X25,1204
M119D26,1204
M109M37,1204
M102G57,1204
M104M61,1204
M110J92,1204
M103D92,1204
M122M84,1204
M103Y28,1204
M102B66,1204
M112F79,1204
M110F92,1204
M112J25,1204
M117P78,1204
M106D45,1204
M109J65,1204
M120Z61,1204
M115K28,1204
M119R53,1204
M118T20,1204
M101Q79,1204
M122E15,1204
M102H63,1204
M108X34,1501
M105U34,1501
M113C13,1501
M107V99,1501
M105U25,1501
M112Q52,1501
M102C77,1501
M107M21,1501
M105J19,1501
M107Q46,1501
M101H53,1501
M115D29,1501
M110C60,1501
M109P45,1501
M108Z44,1501
M103M99,1501
M105E84,1501
M102J14,1501
M108W38,1501
M103Z52,1501
M106K30,1501
M105W42,1501
M115J77,1501
M103A26,1501
M111Y85,1501
M107H47,1501
M103J93,1501
M103Z87,1501
M105K80,1501
M102C60,1501
M104S28,1501
M105J36,1501
M107S65,1501
M105A28,1501
M110D89,1501
M115C97,1501
M114W52,1501
M106J24,1501
M108X39,1501
M116X10,1501
M110U23,1501
M111N91,1205
M105D95,1205
M110V70,1501
M101J75,1501
M110E58,1501
M112P67,1501
M110U12,1501
M106J26,1501
M108V87,1501
M101Y66,1501
M107R40,1501
M104D19,1501
M106R92,1501
M101V64,1501
M105W89,1501
M108Z93,1501
M110E53,1501
M111N79,1501
M106Z40,1501
M111P81,1401
M105X23,1401
M106Z20,1401
M103N27,1401
M102V43,1401
M107H67,1401
M106U53,1401
M102Z89,1401
M104P10,1401
M105U15,1401
M107H83,1401
M101J64,1401
M107V32,1401
M107A79,1401
M102M92,1401
M115B75,1212
M105P64,1212
M109G52,1212
M103N52,1212
M107B83,1212
M105N64,1212
M106X50,1212
M110H57,1212
M103Q41,1212
M104G71,1212
M105R99,1212
M116B33,1212
M106G24,1212
M105Y11,1212
M101A28,1212
M112M91,1212
M105W78,1212
M108S23,1212
M113F94,1212
M107F84,1212
M105U35,1212
M110X92,1212
M103J83,1212
M115U16,1212
M103X12,1212
M102F88,1212
M104V13,1212
M106R91,1204
M116Q36,1204
M115A17,1204
M102D92,1204
M112M28,1204
M118K72,1204
M103Y98,1204
M101T31,2403
M104D41,1401
M107B95,2403
M104G64,1401
M107S77,1501
M118S37,1501
M105R25,1401
M114B49,1401
M108Q20,1401
M107E80,1401
M110A64,1401
M105K92,1401
M103G85,1401
M121Y66,1401
M104U15,1401
M111R49,1501
M111N91,1501
M105D95,1501
M102V93,1501
M110T96,1501
M107S58,1501
M109J64,1501
M104J23,1501
M111P55,1501
M107K66,1501
M104W12,1501
M103G69,1501
M104P59,1501
M103K64,1501
M107R43,1501
M110Z71,1501
M102S96,1212
M112R53,1204
M109M36,1204
M111H33,1204
M106P86,1204
M117S12,1101
M111Z94,1802
M112J25,1213
M101N45,1204
M113A37,1204
M112U70,1204
M110Q97,1204
M114A45,1204
M118U79,1204
M123A32,1204
M123A32,1802
M112H33,1204
M112H33,1802
M105A90,1204
M118R23,1204
M105W20,1204
M106D33,1204
M122M82,1204
M111P38,1204
M103M60,1204
M101V76,1204
M107E62,1204
M106R35,1204
M111M37,1204
M109C11,1204
M117A45,1204
M107E86,1204
M114J24,1204
M103W20,1204
M111A64,1204
M103Z22,1204
M105N46,1204
M119V91,1204
M107R85,1204
M112U75,1204
M114Z20,1204
M120Y83,1203
M101S78,1203
M103H51,1203
M109Z44,1203
M103A19,1203
M118C65,1203
M118U96,1203
M115Q59,1203
M102H66,1203
M112G21,1203
M115G61,1203
M102G76,1203
M122Q15,1203
M106R47,1203
M106U31,1203
M116S36,1203
M103S13,1203
M112A15,1203
M119V94,1203
M111Q20,1203
M104K32,1203
M114X99,1203
M114C48,1203
M105B66,1203
M102Q45,1203
M103M72,1203
M101A16,1203
M111D44,1203
M105D61,1203
M109X22,1203
M116R74,1203
M119V63,1203
M103S25,1203
M105Q21,1203
M105P81,1203
M103Z98,1203
M116Z37,1203
M106C68,1203
M104R64,1203
M102K29,1203
M103A97,1203
M102V79,1203
M102S48,1203
M108T73,1203
M115U13,1203
M104E32,1203
M107S73,1203
M116Y26,1203
M105Q54,1203
M108T93,1203
M105J82,1203
M112Q92,1203
M113C85,1203
M107M55,1203
M101P25,1203
M118N74,1203
M101R10,1203
M105C74,1203
M102U92,1203
M104H17,1203
M106P31,1203
M105J73,1203
M104S14,1203
M114V43,1301
M114V43,1501
M109U10,1503
M112B61,1104
M110E75,1203
M105J80,1203
M106E87,1203
M105J81,1203
M106E73,1203
M106J68,1203
M107U76,1203
M118M89,1203
M103N60,1203
M101Q45,1203
M109Z55,1203
M102R50,1203
M108T47,1203
M109K57,1203
M105J77,1203
M101X24,1203
M109J23,1203
M108B57,1203
M102K54,1203
M101Y56,1203
M105J86,1203
M105J88,1203
M101V80,1202
M117G35,1202
M104D98,1202
M105U73,1202
M113Z20,1202
M102D76,1202
M103Q97,1202
M104Y61,1202
M117Q73,1202
M105B67,1202
M105B57,1202
M104B68,1202
M101M84,1202
M110X52,1202
M103X93,1202
M103X19,1202
M106D69,1202
M106N82,1202
M103H55,1202
M105J57,1202
M104F75,1202
M103J70,1202
M105V83,1202
M101U42,1202
M102U14,1202
M106Q70,1202
M101G15,1202
M111E70,1202
M109V36,1202
M107V92,1202
M120T37,1202
M106T26,1202
M109T41,1202
M108F98,1201
M117U43,1201
M109B52,1201
M101X93,1201
M106Z30,1201
M107M67,1201
M108K78,1201
M108J95,1201
M112P33,1201
M105H40,1201
M103S18,1201
M102P62,1902
M108W31,1402
M101M35,1103
M102F80,1201
M102N63,1401
M102N63,2001
M111A99,2101
M103A40,1207
M104X28,1201
M108Q45,1201
M105J10,1201
M109K37,1201
M106U91,1201
M107K47,1201
M107K22,1201
M105E27,1201
M102M88,1202
M105P13,1202
M108B37,1201
M103S94,1202
M109Z35,1201
M104X71,1202
M106N57,1201
M116Z46,1201
M103Y11,1201
M114R82,1202
M101X29,1202
M102V65,1202
M102V97,1202
M105X64,1201
M102H75,1201
M102F76,1202
M103K96,1203
M106D49,1207
M101V78,1203
M101P62,1202
M122H66,1203
M103S16,1207
M109J34,1207
M106J95,1207
M102T16,1207
M111M50,1207
M102R81,1207
M108G82,1207
M119W11,1207
M112G16,1207
M104G72,1207
M106N29,1207
M104R93,1207
M106S10,1207
M112E18,1207
M109X50,1207
M111P87,1207
M107F15,1206
M103B44,1206
M107H78,1206
M112B10,1206
M104G26,1206
M106E68,1206
M102Z69,1206
M113R48,1206
M103W61,1208
M105F52,1904
M104X28,1602
M112G96,1201
M112G96,1801
M112B86,1208
M112B86,1602
M107F84,2403
M105H61,1904
M103Q40,1212
M101W49,1206
M104D15,1206
M112V38,1206
M116A18,1206
M104V76,1206
M106K82,1206
M108M99,1206
M110Q61,1206
M114Y74,1605
M108V16,1206
M108Q99,1206
M112A25,1206
M105B13,1206
M109F65,1206
M106Q25,1206
M108T11,1206
M101K96,1206
M108R30,1206
M109Z11,1206
M110N90,1303
M106B63,1206
M104Y91,1206
M109F36,1206
M101W74,1206
M102R13,1206
M111F47,1206
M106V25,1206
M102E17,1206
M102Q76,1206
M102N51,1206
M113Q83,1604
M101B70,1903
M117Y46,1206
M109G47,1206
M102H87,1805
M105B35,1206
M103P53,1206
M101P31,1206
M106T76,1206
M106K13,1206
M102D31,1206
M104H16,1206
M102T33,1206
M106Y24,1206
M116E78,1206
M102V65,2003
M107K56,1206
M101E33,1401
M101E33,1701
M107F27,2001
M107T22,1901
M102M24,1206
M106G96,1206
M102Y62,1206
M107T19,1206
M108R33,1206
M110U91,1206
M102X26,1206
M107M55,1206
M110X30,1206
M104C82,1206
M112X13,1206
M103K33,1206
M110S75,1206
M101W70,1206
M107K58,1206
M101V27,1206
M102N87,1206
M116Q65,1206
M103P63,1206
M101N39,1206
M106C21,2001
M104Y61,2103
M117R43,2402
M112U53,2402
M113U97,1805
M122F52,1802
M112R53,1802
M104J52,1703
M114Z54,1804
M101C29,1604
M107S20,1702
M112A71,1601
M110T98,1501
M107P80,1403
M109N41,1213
M105N64,1213
M107C15,1303
M109P96,1212
M119R53,1210
M109J50,1207
M107C88,1102
M101X68,1102
M101S25,1102
M119J81,1206
M103B82,1206
M102C84,1206
M105D49,1206
M107R71,1206
M102G74,1206
M101V31,1206
M103J32,1206
M102X87,1206
M105D56,1206
M106D55,1206
M106D28,1206
M101G54,1206
M106U10,1206
M109Q87,1206
M116T65,1205
M119G15,1205
M112D64,1205
M110G54,1205
M102T96,1205
M115J18,1205
M118F64,1205
M106K23,1205
M108N52,1205
M103H30,1205
M108X34,1205
M104V89,1205
M113W58,1205
M105U34,1205
M108C59,1103
M105N49,1103
M120V92,1103
M104C82,1103
M121D44,1103
M107G79,1103
M102N87,1103
M102W56,1103
M103B82,1103
M102C84,1103
M105D49,1103
M108E38,1103
M109E24,1103
M116U94,1103
M106D31,1103
M105D56,1103
M106D55,1103
M106D28,1103
M101G54,1103
M102T35,1103
M104B69,1103
M106V51,1103
M119B21,1103
M112W28,1102
M103E36,1102
M116A68,1102
M108X34,1102
M114Y61,1102
M105U34,1102
M112Y51,1102
M105F34,1102
M103A26,1102
M113A18,1102
M103J93,1102
M117J34,1102
M108F42,1102
M106J24,1102
M102M46,1102
M107V49,1102
M106S91,1102
M103X20,1102
M106S31,1102
M107N82,1102
M107C57,1102
M105U20,1102
M101Y66,1102
M107E11,1102
M108Z93,1102
M106R33,1102
M105J72,1102
M105R67,1102
M101P22,1102
M119X70,1102
M103W49,1102
M103W69,1102
M101S65,1102
M103C47,1102
M122F66,1101
M112V65,1101
M106R19,1101
M101U61,1101
M115N20,1101
M101K53,1203
M104F12,1203
M105P15,1203
M105R20,1203
M107J70,1203
M110R48,1203
M104V59,1203
M103V91,1203
M122P64,1101
M104M61,1101
M109K56,1101
M115V10,1101
M102H63,1101
M110K89,1101
M112J25,1101
M121Z89,1101
M114Q15,1101
M111S93,1101
M105M56,1101
M103M60,1101
M105P12,1101
M101V76,1101
M106Z87,1101
M105Q59,1101
M110H37,1101
M102P94,1101
M113B22,1101
M101P46,1101
M116H77,1101
M107E86,1101
M101C20,1101
M106S72,1101
M104B64,1101
M122G67,1101
M103F28,1101
M107D67,1101
M119E44,1101
M102T81,1101
M105P30,1101
M110J83,1101
M110Y28,1101
M109J64,1102
M104J23,1102
M107K66,1102
M106J26,1301
